TrialNum,Card,Rule,RespTime,StartX, StartY, EndX, EndY,MouseVeloc,Misclicks,Error,Streak,ResponseColor,ResponseShape,ResponseCount,CategoryComplete
1,3,2,4.683089999947697, 0.14713541666666666, 0.1953125, 0.14453125, 0.21875, 0.005035506926159771, 0,1,0,0,3,3,0,
2,4,2,2.435721799964085, 0.14453125, 0.21875, 0.3203125, 0.24609375, 0.0730359575605549, 0,1,0,2,1,1,0,
3,1,2,1.6803038000361994, 0.3203125, 0.24609375, -0.2864583333333333, 0.22135416666666666, 0.3614078428057802, 0,2,0,0,0,2,0,
4,4,2,2.2343869999749586, -0.2864583333333333, 0.22135416666666666, 0.30859375, 0.22916666666666666, 0.26633853790239304, 0,0,1,1,3,3,0,
5,2,2,1.849639100022614, 0.13151041666666666, 0.06770833333333333, -0.06901041666666667, 0.23697916666666666, 0.1418731977622307, 0,0,2,3,0,1,0,
6,1,2,2.3066505999304354, -0.06380208333333333, 0.23567708333333334, -0.2877604166666667, 0.22916666666666666, 0.0971334546750798, 0,0,3,2,2,0,0,
7,2,2,0.8788309999508783, -0.2864583333333333, 0.22916666666666666, -0.11979166666666667, 0.2578125, 0.19242664516795654, 0,0,4,2,3,1,0,
8,1,2,0.8537947000004351, -0.11979166666666667, 0.2578125, -0.3059895833333333, 0.24739583333333334, 0.21842377837667082, 0,0,5,3,2,0,0,
9,3,2,1.0798844000091776, -0.30078125, 0.24609375, 0.10026041666666667, 0.26171875, 0.3716563868847282, 0,0,6,1,1,2,1,
10,3,1,2.316960000083782, 0.1015625, 0.26171875, 0.03515625, 0.23828125, 0.03039367246148384, 0,1,0,3,0,0,0,
11,1,1,3.0972554000327364, 0.03515625, 0.23828125, -0.3190104166666667, 0.2421875, 0.11435550578996052, 0,0,1,2,1,2,0,
12,2,1,1.1540792000014335, -0.3125, 0.23958333333333334, -0.06770833333333333, 0.24739583333333334, 0.21221793312829107, 0,0,2,0,2,3,0,
13,1,1,1.1800800999626517, -0.06770833333333333, 0.24739583333333334, -0.28515625, 0.2526041666666667, 0.1843182365158108, 0,0,3,3,1,1,0,
14,1,1,0.5938299000263214, -0.2838541666666667, 0.2513020833333333, -0.2838541666666667, 0.2513020833333333, 0.0, 0,0,4,3,1,3,0,
15,4,1,1.1489019999280572, -0.2838541666666667, 0.2513020833333333, 0.2669270833333333, 0.24869791666666666, 0.47940329673241305, 0,0,5,1,0,0,0,
16,2,1,1.578795999987051, 0.2513020833333333, 0.24609375, -0.09765625, 0.23567708333333334, 0.2211265871932147, 0,0,6,2,2,2,1,
17,1,0,2.0696995001053438, -0.09765625, 0.23567708333333334, -0.3125, 0.24739583333333334, 0.10395862534346413, 0,0,7,0,2,2,0,
18,3,0,0.8652417999692261, -0.3111979166666667, 0.24609375, 0.048177083333333336, 0.2265625, 0.4159592719277317, 0,0,8,3,2,3,0,
19,1,0,0.7805463999975473, 0.046875, 0.2265625, -0.3411458333333333, 0.23958333333333334, 0.49739418723034984, 0,0,9,0,0,1,0,
20,2,0,0.7744983000447974, -0.33203125, 0.234375, -0.052083333333333336, 0.2421875, 0.36159783315481725, 0,0,10,1,1,3,0,
21,4,0,0.8827473999699578, -0.053385416666666664, 0.2421875, 0.3033854166666667, 0.3072916666666667, 0.41083366534070015, 0,0,11,2,3,0,0,
22,2,0,0.8085580000188202, 0.2708333333333333, 0.29296875, -0.08854166666666667, 0.2708333333333333, 0.4453064113092911, 0,0,12,1,0,2,1,
23,2,1,2.876236700103618, -0.08203125, 0.2682291666666667, -0.12630208333333334, 0.2604166666666667, 0.015629759095063582, 0,1,0,0,3,1,0,
24,3,1,1.5737129000481218, -0.125, 0.2604166666666667, 0.12760416666666666, 0.22135416666666666, 0.1624226499479976, 0,0,1,1,3,0,0,
25,3,1,0.9300101000117138, 0.12760416666666666, 0.22135416666666666, 0.06901041666666667, 0.21614583333333334, 0.06325176041734126, 0,0,2,0,3,3,0,
26,1,1,1.2288621999323368, 0.06901041666666667, 0.21614583333333334, -0.3268229166666667, 0.2630208333333333, 0.3243644111178103, 0,0,3,2,1,1,0,
27,4,1,1.3049548000562936, -0.3098958333333333, 0.2565104166666667, 0.3059895833333333, 0.2903645833333333, 0.47267167233671475, 0,0,4,0,0,2,0,
28,3,1,1.1622304000193253, 0.2604166666666667, 0.2682291666666667, 0.10807291666666667, 0.24348958333333334, 0.13279591361454807, 0,0,5,1,3,3,0,
29,4,1,2.485742799937725, 0.10807291666666667, 0.24348958333333334, 0.25390625, 0.2825520833333333, 0.0607360916464908, 0,0,6,3,0,1,1,
30,4,0,1.5907222999958321, 0.234375, 0.2799479166666667, 0.2916666666666667, 0.2643229166666667, 0.037331554806309716, 0,0,7,2,2,0,0,
31,4,0,0.6433109999634326, 0.2916666666666667, 0.2643229166666667, 0.26953125, 0.2591145833333333, 0.03534823407236991, 0,0,8,2,3,1,0,
32,3,0,0.5883866000222042, 0.265625, 0.2591145833333333, 0.10677083333333333, 0.2513020833333333, 0.2703089453293811, 0,0,9,3,2,0,0,
33,2,0,0.7990785000147298, 0.09895833333333333, 0.25, -0.13411458333333334, 0.23828125, 0.29204557018217425, 0,0,10,1,1,2,0,
34,3,0,0.8643865999765694, -0.13151041666666666, 0.23697916666666666, 0.14453125, 0.2825520833333333, 0.32367263865676005, 0,0,11,3,0,0,0,
35,4,0,1.2038562999805436, 0.14322916666666666, 0.2825520833333333, 0.26171875, 0.2825520833333333, 0.09842502243436226, 0,0,12,2,1,2,1,
