TrialNum,Card,Rule,RespTime,StartX, StartY, EndX, EndY,MouseVeloc,Misclicks,Error,Streak,ResponseColor,ResponseShape,ResponseCount,CategoryComplete
1,3,0,2.1197768000056385, 0.22005208333333334, 0.296875, 0.10286458333333333, 0.28125, 0.05577218211717099, 0,1,0,0,3,3,0,
2,4,0,0.8176684999998542, 0.10286458333333333, 0.28125, 0.2942708333333333, 0.2838541666666667, 0.23410950109952186, 0,0,1,2,1,1,0,
3,1,0,0.9867854999974952, 0.2942708333333333, 0.28515625, -0.2565104166666667, 0.3020833333333333, 0.5584205457591003, 0,0,2,0,0,2,0,
4,2,0,0.7306280999982846, 0.16015625, 0.22005208333333334, -0.11458333333333333, 0.30859375, 0.3950773012648982, 0,0,3,1,3,3,0,
5,3,0,0.7118435000011232, 0.3255208333333333, 0.12109375, 0.0859375, 0.296875, 0.41743985744810974, 0,0,4,3,0,1,0,
6,4,0,0.6560572000016691, 0.5013020833333334, 0.09375, 0.2513020833333333, 0.2890625, 0.48356922289405796, 0,0,5,2,2,0,0,
7,4,0,0.721438800006581, 0.5833333333333334, 0.17838541666666666, 0.3359375, 0.2825520833333333, 0.3720777920899659, 0,0,6,2,3,1,1,
8,1,2,2.2095610999967903, 0.6328125, 0.0234375, -0.3020833333333333, 0.2786458333333333, 0.43859545596882704, 0,0,7,3,2,0,0,
9,3,2,1.5324612999975216, -0.3072916666666667, 0.2825520833333333, 0.07682291666666667, 0.28125, 0.2506535011673826, 0,0,8,1,1,2,0,
10,1,2,1.0742822000029264, 0.06901041666666667, 0.2721354166666667, -0.328125, 0.265625, 0.3697248052250827, 0,0,9,3,0,0,0,
11,3,2,0.8651255000004312, -0.0026041666666666665, 0.2721354166666667, 0.14192708333333334, 0.2903645833333333, 0.1683874781672832, 0,0,10,2,1,2,0,
12,4,2,0.7761700999981258, 0.10546875, 0.2838541666666667, 0.3203125, 0.2942708333333333, 0.2771249846127337, 0,0,11,0,2,3,0,
13,2,2,0.7740081999945687, 0.4205729166666667, 0.2630208333333333, -0.11197916666666667, 0.3111979166666667, 0.6908541822230384, 0,0,12,3,1,1,1,
14,1,0,3.4165068000002066, -0.109375, 0.2552083333333333, -0.26171875, 0.3203125, 0.048491598657288894, 0,1,0,3,1,3,0,
15,2,0,0.9214890999937779, -0.2916666666666667, 0.3059895833333333, -0.1015625, 0.2734375, 0.2093036424153132, 0,0,1,1,0,0,0,
16,4,0,0.9524702999988222, -0.09895833333333333, 0.2786458333333333, 0.3046875, 0.2734375, 0.423823644774912, 0,0,2,2,2,2,0,
17,1,0,1.0909302000000025, 0.15104166666666666, 0.2721354166666667, -0.2877604166666667, 0.2903645833333333, 0.40257439704519277, 0,0,3,0,2,2,0,
18,3,0,0.6777300000030664, -0.06640625, 0.2630208333333333, 0.1171875, 0.2877604166666667, 0.27334351821256125, 0,0,4,3,2,3,0,
19,1,0,0.9024281999954837, 0.16666666666666666, 0.26953125, -0.3046875, 0.2838541666666667, 0.5225587252630518, 0,0,5,0,0,1,0,
20,2,0,0.6244042000034824, -0.296875, 0.2734375, -0.09114583333333333, 0.3059895833333333, 0.3335797059155705, 0,0,6,1,1,3,1,
21,1,2,2.5104862000007415, -0.0234375, 0.2708333333333333, -0.296875, 0.30859375, 0.10995179087583415, 0,0,7,2,3,0,0,
22,3,2,0.8695375000024796, -0.296875, 0.30859375, 0.12369791666666667, 0.2955729166666667, 0.4839060181726149, 0,0,8,1,0,2,0,
23,2,2,0.6660357000000658, 0.0, 0.2890625, -0.10286458333333333, 0.296875, 0.154887844520566, 0,0,9,0,3,1,0,
24,1,2,0.8397078999987571, -0.11197916666666667, 0.28125, -0.3059895833333333, 0.28125, 0.23104512493803359, 0,0,10,1,3,0,0,
25,4,2,0.6881367000023602, 0.00390625, 0.27734375, 0.3020833333333333, 0.31640625, 0.43701328162329095, 0,0,11,0,3,3,0,
26,2,2,0.7669220000025234, 0.4375, 0.19140625, -0.12630208333333334, 0.2903645833333333, 0.7463872109560774, 0,0,12,2,1,1,1,
27,1,1,2.1360399999975925, -0.15494791666666666, 0.18880208333333334, -0.2799479166666667, 0.2955729166666667, 0.07696150597847154, 0,1,0,0,0,2,0,
28,4,1,1.3118881999980658, -0.2955729166666667, 0.2825520833333333, 0.2890625, 0.2942708333333333, 0.44573375488043415, 0,1,0,1,3,3,0,
29,4,1,1.2618916999999783, 0.12630208333333334, 0.2955729166666667, 0.28515625, 0.29296875, 0.12590265144080498, 0,0,1,3,0,1,0,
30,2,1,1.9167671999966842, 0.3450520833333333, 0.22395833333333334, -0.125, 0.2981770833333333, 0.24826978828895507, 0,0,2,2,2,0,0,
31,3,1,0.6275899000029312, 0.0234375, 0.30859375, 0.16796875, 0.30078125, 0.2306318897694275, 0,0,3,2,3,1,0,
32,2,1,0.6379398999997647, 0.11328125, 0.2630208333333333, -0.10677083333333333, 0.3229166666666667, 0.35749128352913995, 0,0,4,3,2,0,0,
33,1,1,1.4657794999948237, 0.453125, 0.2942708333333333, -0.2526041666666667, 0.2890625, 0.4814833236169992, 0,0,5,1,1,2,0,
34,4,1,1.155414099994232, -0.052083333333333336, 0.20572916666666666, 0.23828125, 0.3138020833333333, 0.2681503566320748, 0,0,6,3,0,0,1,
35,1,0,1.3282781000016257, 0.4388020833333333, 0.16145833333333334, -0.28515625, 0.2747395833333333, 0.5516672817842072, 0,1,0,2,1,2,0,
36,1,0,1.6487555999992765, -0.359375, 0.22786458333333334, -0.3190104166666667, 0.2890625, 0.04446436837306212, 0,0,1,0,2,3,0,
37,3,0,1.061890199998743, -0.3177083333333333, 0.2890625, 0.07161458333333333, 0.2994791666666667, 0.36676319749098985, 0,0,2,3,1,1,0,
38,3,0,0.7976863000003505, 0.4596354166666667, 0.18359375, 0.1171875, 0.2838541666666667, 0.4473225915033586, 0,0,3,3,1,3,0,
39,2,0,0.9042755999980727, 0.25, 0.07291666666666667, -0.11458333333333333, 0.29296875, 0.47092385964472144, 0,0,4,1,0,0,0,
40,4,0,0.7696790000045439, 0.07291666666666667, 0.17838541666666666, 0.2903645833333333, 0.2630208333333333, 0.3031631033468027, 0,0,5,2,2,2,0,
41,1,0,1.6638886000000639, 0.4635416666666667, 0.22526041666666666, -0.28125, 0.3125, 0.4506813569453208, 0,0,6,0,2,2,1,
42,3,1,0.726336599997012, 0.22135416666666666, 0.26953125, 0.11979166666666667, 0.3138020833333333, 0.15253522054396965, 0,1,0,3,2,3,0,
43,2,1,2.2910111999954097, 0.21875, 0.21614583333333334, -0.06640625, 0.2942708333333333, 0.12905422689419424, 0,1,0,0,0,1,0,
