TrialNum,Card,Rule,RespTime,StartX, StartY, EndX, EndY,MouseVeloc,Misclicks,Error,Streak,ResponseColor,ResponseShape,ResponseCount,CategoryComplete
1,1,1,2.58616050001001, -0.014322916666666666, -0.12109375, -0.30078125, 0.2864583333333333, 0.1926228741113473, 0,1,0,0,3,3,0,
2,1,1,3.466386899992358, -0.30078125, 0.2864583333333333, -0.2838541666666667, 0.2591145833333333, 0.00927740813620998, 0,0,1,2,1,1,0,
3,4,1,1.9039258999982849, -0.2838541666666667, 0.2591145833333333, 0.2838541666666667, 0.3072916666666667, 0.29924950189581323, 0,0,2,0,0,2,0,
4,3,1,1.2446417000028305, 0.2838541666666667, 0.3072916666666667, 0.07161458333333333, 0.2903645833333333, 0.17106410602279773, 0,0,3,1,3,3,0,
5,4,1,1.5693956000031903, 0.07161458333333333, 0.2903645833333333, 0.3216145833333333, 0.2864583333333333, 0.15931643730567288, 0,0,4,3,0,1,0,
6,2,1,2.5077033000416122, 0.3203125, 0.2864583333333333, -0.11848958333333333, 0.2630208333333333, 0.1752310828939744, 0,0,5,2,2,0,0,
7,3,1,1.7450760999927297, -0.11848958333333333, 0.2630208333333333, 0.09244791666666667, 0.2955729166666667, 0.12230667537391977, 0,0,6,2,3,1,1,
8,3,0,3.06267499999376, 0.09244791666666667, 0.2955729166666667, 0.09244791666666667, 0.2955729166666667, 0.0, 0,0,7,3,2,0,0,
9,2,0,1.4109506999957375, 0.09244791666666667, 0.2955729166666667, -0.061197916666666664, 0.2955729166666667, 0.10889525291974943, 0,0,8,1,1,2,0,
10,3,0,0.9681757000507787, -0.028645833333333332, 0.2513020833333333, 0.07421875, 0.24739583333333334, 0.10632236061237699, 0,0,9,3,0,0,0,
11,4,0,0.9980199999990873, 0.09765625, 0.2591145833333333, 0.3020833333333333, 0.29296875, 0.20762242655632765, 0,0,10,2,1,2,0,
12,1,0,1.175649999990128, 0.3020833333333333, 0.29296875, -0.3177083333333333, 0.2877604166666667, 0.5272092459822634, 0,0,11,0,2,3,0,
13,3,0,1.1438215999514796, -0.3177083333333333, 0.2877604166666667, 0.0703125, 0.296875, 0.3393255286158834, 0,0,12,3,1,1,1,
14,4,1,3.3355743000283837, 0.0703125, 0.296875, 0.24479166666666666, 0.2916666666666667, 0.052331883500311246, 0,1,0,3,1,3,0,
15,4,1,2.4858412999892607, 0.24479166666666666, 0.2916666666666667, 0.3033854166666667, 0.2916666666666667, 0.023570993852364254, 0,0,1,1,0,0,0,
16,2,1,2.384923900011927, 0.3033854166666667, 0.2916666666666667, -0.09635416666666667, 0.29296875, 0.16761193259986362, 0,0,2,2,2,2,0,
17,2,1,1.4953311999561265, -0.09635416666666667, 0.29296875, -0.09635416666666667, 0.29296875, 0.0, 0,0,3,0,2,2,0,
18,2,1,0.9204096000175923, -0.09635416666666667, 0.29296875, -0.09635416666666667, 0.29296875, 0.0, 0,0,4,3,2,3,0,
19,4,1,2.138690299994778, -0.09635416666666667, 0.29296875, 0.2747395833333333, 0.2721354166666667, 0.17378770795691773, 0,0,5,0,0,1,0,
20,1,1,2.1881908000214025, 0.2747395833333333, 0.2721354166666667, -0.3216145833333333, 0.296875, 0.27276739458151755, 0,0,6,1,1,3,1,
21,1,0,3.5692656000028364, -0.3216145833333333, 0.296875, -0.3216145833333333, 0.296875, 0.0, 0,1,0,2,3,0,0,
22,2,0,3.13316179998219, -0.3216145833333333, 0.296875, -0.13671875, 0.3020833333333333, 0.059035947519733026, 0,0,1,1,0,2,0,
23,3,0,1.5776697000255808, -0.13671875, 0.3020833333333333, 0.09765625, 0.2916666666666667, 0.14870436269302514, 0,1,0,0,3,1,0,
24,2,0,1.3576301999855787, 0.09765625, 0.2916666666666667, -0.05859375, 0.2630208333333333, 0.11700842148941153, 0,0,1,1,3,0,0,
25,1,0,1.5694015999906696, -0.05859375, 0.2630208333333333, -0.30078125, 0.2565104166666667, 0.15437411928153572, 0,0,2,0,3,3,0,
26,4,0,1.1346515000332147, -0.30078125, 0.2565104166666667, 0.2669270833333333, 0.28515625, 0.5009737261674205, 0,0,3,2,1,1,0,
27,1,0,1.541034399997443, 0.2669270833333333, 0.28515625, -0.2760416666666667, 0.2552083333333333, 0.35287598031529216, 0,0,4,0,0,2,0,
28,2,0,0.9462316999561153, -0.2760416666666667, 0.2552083333333333, -0.09635416666666667, 0.23958333333333334, 0.19061459096696665, 0,0,5,1,3,3,0,
29,3,0,0.9226864000083879, -0.09635416666666667, 0.23958333333333334, 0.10026041666666667, 0.26171875, 0.2144354714821232, 0,0,6,3,0,1,1,
30,1,2,5.227100099960808, 0.10026041666666667, 0.26171875, -0.3489583333333333, 0.3046875, 0.0863325915690348, 0,0,7,2,2,0,0,
31,2,2,1.9099347000010312, -0.3489583333333333, 0.3046875, -0.08723958333333333, 0.2825520833333333, 0.13751944335657848, 0,0,8,2,3,1,0,
32,1,2,1.0996549000265077, -0.08723958333333333, 0.2825520833333333, -0.24739583333333334, 0.2942708333333333, 0.1460316435879607, 0,0,9,3,2,0,0,
33,3,2,1.0232790000154637, -0.24739583333333334, 0.2942708333333333, 0.08854166666666667, 0.2864583333333333, 0.3283838823417412, 0,0,10,1,1,2,0,
34,1,2,1.1861456999904476, 0.08854166666666667, 0.2864583333333333, -0.3294270833333333, 0.3059895833333333, 0.35276006883257416, 0,0,11,3,0,0,0,
35,3,2,1.1243946999893524, -0.3294270833333333, 0.3059895833333333, 0.061197916666666664, 0.2786458333333333, 0.34825925607257896, 0,0,12,2,1,2,1,
36,2,0,3.8561585000134073, 0.061197916666666664, 0.2786458333333333, -0.07942708333333333, 0.3111979166666667, 0.03743192617421437, 0,1,0,0,2,3,0,
37,3,0,6.5652723999810405, -0.07942708333333333, 0.3111979166666667, 0.061197916666666664, 0.3125, 0.021420440686480493, 0,0,1,3,1,1,0,
38,3,0,0.9867687000078149, 0.061197916666666664, 0.3125, 0.061197916666666664, 0.3125, 0.0, 0,0,2,3,1,3,0,
39,2,0,1.2925645999494009, 0.061197916666666664, 0.3125, -0.06380208333333333, 0.2890625, 0.09839220872365491, 0,0,3,1,0,0,0,
40,4,0,1.1071614000247791, -0.06380208333333333, 0.2890625, 0.2994791666666667, 0.296875, 0.3281953703025864, 0,0,4,2,2,2,0,
41,1,0,1.7668045000173151, 0.2994791666666667, 0.296875, -0.2916666666666667, 0.2799479166666667, 0.3347218844984677, 0,0,5,0,2,2,0,
42,3,0,1.411198100016918, -0.2916666666666667, 0.2799479166666667, 0.11458333333333333, 0.24869791666666666, 0.28872640228206153, 0,0,6,3,2,3,1,
43,4,2,2.801266399968881, 0.11458333333333333, 0.24869791666666666, 0.2799479166666667, 0.2747395833333333, 0.05975959667123669, 0,1,0,0,0,1,0,
