TrialNum,Card,Rule,RespTime,StartX, StartY, EndX, EndY,MouseVeloc,Misclicks,Error,Streak,ResponseColor,ResponseShape,ResponseCount,CategoryComplete
1,1,0,2.762754999974277, 0.140625, -0.19270833333333334, -0.3033854166666667, 0.2513020833333333, 0.227282387721957, 0,0,1,0,3,3,0,
2,4,0,0.7917257000226527, -0.00390625, 0.009114583333333334, 0.2721354166666667, 0.24739583333333334, 0.46058888218616084, 0,0,2,2,1,1,0,
3,1,0,0.9105282000382431, 0.17578125, 0.020833333333333332, -0.22526041666666666, 0.20572916666666666, 0.48500605824111764, 0,0,3,0,0,2,0,
4,2,0,0.855098599975463, 0.09765625, 0.044270833333333336, -0.09765625, 0.25390625, 0.3350730213901158, 0,0,4,1,3,3,0,
5,3,0,0.7013224000111222, 0.0390625, 0.08463541666666667, 0.078125, 0.24869791666666666, 0.24047242244370862, 0,0,5,3,0,1,0,
6,4,0,1.1782335999887437, 0.0703125, 0.078125, 0.3059895833333333, 0.2578125, 0.25153198349529543, 0,0,6,2,2,0,1,
7,3,2,1.8694066000171006, 0.19921875, 0.08984375, 0.059895833333333336, 0.23307291666666666, 0.10688610297748628, 0,1,0,2,3,1,0,
8,1,2,1.14976330002537, 0.061197916666666664, 0.22395833333333334, -0.25, 0.2630208333333333, 0.27278654344111153, 0,0,1,3,2,0,0,
9,3,2,1.1319832999724895, -0.14713541666666666, 0.1640625, 0.1328125, 0.24869791666666666, 0.2583624209900979, 0,0,2,1,1,2,0,
10,1,2,0.8638956999639049, 0.1328125, 0.19270833333333334, -0.2877604166666667, 0.26953125, 0.49488807688544917, 0,0,3,3,0,0,0,
11,3,2,0.9868246000260115, 0.005208333333333333, 0.09895833333333333, 0.09244791666666667, 0.2565104166666667, 0.18249723871864273, 0,0,4,2,1,2,0,
12,4,2,0.7631494000088423, 0.09375, 0.16796875, 0.23567708333333334, 0.2682291666666667, 0.22769902584031976, 0,0,5,0,2,3,0,
13,2,2,1.9918579999939539, 0.20442708333333334, 0.14453125, -0.05859375, 0.24088541666666666, 0.1406297098986398, 0,0,6,3,1,1,1,
14,3,0,4.14952610002365, -0.05859375, 0.24088541666666666, 0.09375, 0.21614583333333334, 0.03719447572586381, 0,0,7,3,1,3,0,
15,2,0,0.9562990999547765, 0.09375, 0.21614583333333334, -0.1484375, 0.2578125, 0.2569756602104667, 0,0,8,1,0,0,0,
16,2,0,2.5797035000286996, -0.0234375, 0.2109375, -0.044270833333333336, 0.22005208333333334, 0.00881493078866806, 0,1,0,2,2,2,0,
17,1,0,1.320444899960421, -0.044270833333333336, 0.22005208333333334, -0.2721354166666667, 0.24088541666666666, 0.17328627819767708, 0,0,1,0,2,2,0,
18,3,0,0.6739285999792628, -0.13802083333333334, 0.19010416666666666, 0.06770833333333333, 0.22395833333333334, 0.3093740645934152, 0,0,2,3,2,3,0,
19,1,0,0.7969980000052601, 0.059895833333333336, 0.1953125, -0.2565104166666667, 0.25390625, 0.40374739268642795, 0,0,3,0,0,1,0,
